Diseasetype	Samplename	TMBscore	BedLength	TMBscore_previous	BedLength_default	expected_TMBscore	ratio	bed_selected
OV	TCGA-13-0766-01A-02W-0371-08	2.71035028567092	4427472	0.154918667699458	77461748	2.710411448752506	0.9999774340233051	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-09-0364-01A-02W-0371-08	4.74311299992411	4427472	0.271107668474051	77461748	4.7432200353168765	0.999977434023307	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-13-0919-01A-01W-0420-08	2.03276271425319	4427472	0.116189000774593	77461748	2.0328085865643706	0.9999774340233095	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-13-0889-01A-01W-0420-08	2.03276271425319	4427472	0.116189000774593	77461748	2.0328085865643706	0.9999774340233095	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-13-0906-01A-01W-0420-08	5.87242561895366	4427472	0.335657113348825	77461748	5.8725581389637505	0.9999774340233072	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-13-0717-01A-01W-0371-08	1.58103766664137	4427472	0.0903692228246837	77461748	1.581073345105626	0.9999774340233066	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-10-0928-01A-02W-0420-08	1.35517514283546	4427472	0.0774593338497289	77461748	1.3552057243762514	0.9999774340233063	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-10-0937-01A-02W-0420-08	1.12931261902955	4427472	0.0645494448747741	77461748	1.1293381036468764	0.9999774340233061	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-13-0720-01A-01W-0371-08	1.35517514283546	4427472	0.0774593338497289	77461748	1.3552057243762514	0.9999774340233063	cancer_2000gene_shift170.targetIntervals.bed
OV	TCGA-13-0714-01A-01W-0371-08	1.80690019044728	4427472	0.103279111799639	77461748	1.8069409658350097	0.999977434023302	cancer_2000gene_shift170.targetIntervals.bed
BRCA	TCGA-D8-A1XY-01A-11D-A14K-09	0.851293914608453	46987297	0.516395558998193	77461748	0.851313125320598	0.9999774340233064	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-AO-A0J5-01A-11W-A050-09	1.1279644368562	46987297	0.684224115672605	77461748	1.1279898910497912	0.9999774340233072	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-C8-A133-01A-32D-A12B-09	0.446929305169438	46987297	0.271107668474051	77461748	0.4469393907933134	0.999977434023308	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-A8-A07G-01A-11W-A050-09	1.19181148045183	46987297	0.72295378259747	77461748	1.1918383754488369	0.9999774340233031	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-AR-A24V-01A-21D-A167-09	0.361799913708592	46987297	0.219468112574232	77461748	0.36180807826125405	0.9999774340233051	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-BH-A0W5-01A-11D-A10G-09	0.446929305169438	46987297	0.271107668474051	77461748	0.4469393907933134	0.999977434023308	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-BH-A18F-01A-11D-A12B-09	0.80872921887803	46987297	0.477665892073328	77461748	0.7874646409215523	1.027003851159072	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-BH-A2L8-01A-11D-A18P-09	7.04445714338495	46987297	4.23444358378518	77461748	6.980767627628899	1.0091235690905935	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-E9-A1RD-01A-11D-A159-09	0.383082261573804	46987297	0.232378001549187	77461748	0.38309090639426935	0.9999774340233061	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-C8-A1HJ-01A-11D-A13L-09	1.66002313348648	46987297	0.994061451071521	77461748	1.6387777662421503	1.0129641539456853	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-D8-A1XK-01A-21D-A14K-09	17.2599841186864	46987297	10.3924606248386	77461748	17.132676647076977	1.007430681978764	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-AN-A0FS-01A-11W-A050-09	1.25565852404747	46987297	0.761683449522334	77461748	1.255686859847881	0.9999774340233086	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-AO-A03R-01A-21W-A050-09	0.723599827417185	46987297	0.426026336173509	77461748	0.702333328389493	1.0302797805088615	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-A2-A25F-01A-11D-A167-09	0.0851293914608453	46987297	0.0516395558998193	77461748	0.0851313125320598	0.9999774340233064	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-E2-A10C-01A-21D-A10M-09	6.0441867937200104	46987297	3.61476891298735	77461748	5.959191877244184	1.0142628259379245	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-E2-A1LK-01A-21D-A14G-09	0.638470435956339	46987297	0.387296669248644	77461748	0.6384848439904472	0.9999774340233072	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-E2-A15E-01A-11D-A12B-09	0.638470435956339	46987297	0.37438678027369	77461748	0.6172020158574336	1.0344594145068673	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-GM-A2DB-01A-31D-A19Y-09	2.2559288737124	46987297	1.36844823134521	77461748	2.2559797820995824	0.9999774340233072	SeqCap_EZ_Exome_v2.bed
BRCA	TCGA-A1-A0SD-01A-11D-A10Y-09	0.617188088091128	46987297	0.37438678027369	77461748	0.6172020158574336	0.9999774340233055	SeqCap_EZ_Exome_v2.bed
